             VARIABLE : zonal current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
12.6S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1334329	-0.2299367	-0.2220002	-0.1579544	-0.04777998	0.0352017	0.08317421	0.1356896	0.1549281	0.1725025	0.165963	0.1482023	0.125684	0.06211798	0.02760681	0.004187038	-10	-10	-0.3706028	-0.6836929	-0.4833422	-0.3655201	-0.3575526	-0.3339138	-0.3188516	-0.3234282	-0.3123592	-0.3094834	-0.2930607	-0.2798779	-0.2846624	-0.2907364	-0.3115712	-0.3064116	-0.2765007	-0.237526	-0.2103957	-0.2098987	-0.2185641	-0.2346696	-0.2546851	-0.286858	-0.3089511	-0.2747393	-0.243499	-0.2410317	-0.2403927	-0.2376587	-0.2403767	-0.2512088	-0.2798384	-0.3127378	-0.3452675	-0.3712652	-0.3879616	-0.3804704	-0.3669649	-0.3608244	-0.3568059	-0.3496054	-0.3324846	-0.313565	-0.2879581	-0.254287	-0.2073424	-0.1524026	-0.1036075	-0.08862337	-0.1041753	-0.1348571	-0.1607755	-0.1886851	-0.2230995	-0.2558448	-0.2667508	-0.2696728	-0.262284	-0.2589845	-0.2513192	-0.245745	-0.2283172	-0.216166	-0.1968345	-0.1858107	-0.176849	-0.1726685	-0.1730122	-0.1903612	-0.2185884	-0.2463253	-0.2684483	-0.2811627	-0.2985866	-0.3020711	-0.3049638	-0.3130516	-0.3208793	-0.3240604	-0.3232305	-0.2891305	-0.2575871	-0.2767581	-0.3649083	-0.4566203	-0.522369	-0.5512927	-0.5447525	-0.5049651	-0.4467294	-0.3929237	-0.3436624	-0.3025678	-0.2725693	-0.2488738	-0.2268975	-0.2021013	-0.1733404	-0.1403505	-0.1058521	-0.07480177	-0.05346759	-0.04352878	-0.05001182	-0.06832638	-0.09737089	-0.1285351	-0.1575993	-0.1726028	-0.1801106	-0.1769818	-0.1679526	-0.1572983	-0.1503376	-0.1493949	-0.1598109	-0.1707343	-0.1719211	-0.1724287	-0.1865958	-0.1942927	-0.1834639	-0.1577512	-0.1245601	-0.09586168	-0.06778612	-0.02013267	0.03765626	0.06770031	0.07938152	0.08727024	0.06255683	0.03913601	0.02333051	-0.01012783	-0.01580557	-0.02441231	-0.05014897	-0.07147148	-0.0767714
12.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1683417	-0.3170981	-0.3660523	-0.3519058	-0.2549905	-0.1492436	-0.05134107	0.03419017	0.1041223	0.1372246	0.1605204	0.1635625	0.1325487	0.09781381	0.009473112	-0.06911839	-10	-10	-0.6179402	-0.7694041	-0.4876135	-0.3686968	-0.3517208	-0.3195951	-0.2876958	-0.2877527	-0.2900716	-0.2867153	-0.2807878	-0.2614377	-0.2541406	-0.2564912	-0.269938	-0.2753359	-0.2620822	-0.2319527	-0.1944147	-0.1808346	-0.1848442	-0.1996154	-0.1911822	-0.1999545	-0.2560394	-0.2525397	-0.2369007	-0.2572336	-0.277142	-0.2882288	-0.2963409	-0.3122144	-0.3403097	-0.3741604	-0.3917366	-0.4038815	-0.3951665	-0.374141	-0.3539557	-0.3433417	-0.3391408	-0.3383889	-0.3328616	-0.316267	-0.29031	-0.2506427	-0.1967292	-0.1354218	-0.09311282	-0.08094829	-0.09541155	-0.1236477	-0.1578433	-0.1782364	-0.2034207	-0.2305504	-0.2478679	-0.2480127	-0.2430405	-0.2318081	-0.2264601	-0.2177299	-0.2161068	-0.2063017	-0.2063001	-0.2059752	-0.2100978	-0.2134917	-0.2153456	-0.2229627	-0.2410468	-0.2640849	-0.2850551	-0.3125831	-0.3302251	-0.3405339	-0.335309	-0.3511411	-0.3500824	-0.3595936	-0.3437038	-0.3116552	-0.307432	-0.3768938	-0.485456	-0.5828906	-0.6501208	-0.6826947	-0.6687873	-0.6185369	-0.5451682	-0.4760218	-0.4124208	-0.3597206	-0.3172472	-0.2842626	-0.2536218	-0.2177057	-0.1809251	-0.1460551	-0.1168503	-0.0967366	-0.09057394	-0.09858297	-0.1100367	-0.128824	-0.1511521	-0.1781094	-0.199282	-0.2124012	-0.2144315	-0.2106626	-0.2005599	-0.1929606	-0.1891609	-0.1942096	-0.2064836	-0.2133718	-0.2083311	-0.2208001	-0.2252269	-0.2116338	-0.1899097	-0.1678149	-0.1479793	-0.1163761	-0.06859872	-0.008140409	0.0603861	0.06291503	0.08040207	0.1178597	0.1084619	0.07586864	0.03747358	-0.0003203181	-0.01150171	-0.03158785	-0.06639484	-0.11652	-0.1566156
12S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1991454	-0.3943782	-0.4956799	-0.5230418	-0.4496001	-0.329937	-0.2047039	-0.07716863	0.01148228	0.07733591	0.1153422	0.1332569	0.1271496	0.08711318	0.02313337	-0.03275979	-0.08835001	-0.5618538	-0.9209251	-0.7802861	-0.4624403	-0.3802039	-0.3482703	-0.294094	-0.2742184	-0.2374707	-0.2619097	-0.2523566	-0.2562408	-0.2437119	-0.2314265	-0.2286271	-0.2298252	-0.2362904	-0.2372523	-0.2189251	-0.1908744	-0.1625174	-0.1589476	-0.170689	-0.1487259	-0.1515586	-0.1638155	-0.2370634	-0.2443279	-0.2713565	-0.3114489	-0.3329973	-0.3480221	-0.3613003	-0.3921531	-0.4095702	-0.4176075	-0.4031599	-0.3810442	-0.3479779	-0.3265471	-0.3129709	-0.3051659	-0.3016993	-0.2950002	-0.2849416	-0.2629077	-0.2281986	-0.1766683	-0.1318848	-0.1027117	-0.09473257	-0.09922257	-0.1242613	-0.1529781	-0.1765708	-0.1878852	-0.2028351	-0.2154778	-0.2268482	-0.2228994	-0.2196932	-0.2136088	-0.2138202	-0.2127869	-0.2224993	-0.2270528	-0.237553	-0.2435753	-0.2539297	-0.2579754	-0.2602644	-0.2670657	-0.2857465	-0.3139154	-0.338504	-0.3583647	-0.359094	-0.3643356	-0.3707326	-0.3880816	-0.3899381	-0.3691163	-0.3435863	-0.3776104	-0.4665904	-0.5739344	-0.6607958	-0.7293976	-0.7605332	-0.754406	-0.7022499	-0.6279477	-0.5463124	-0.4767948	-0.4152892	-0.3624242	-0.3181539	-0.2781096	-0.2366995	-0.2036722	-0.1807444	-0.1625514	-0.1567728	-0.1582249	-0.1608126	-0.1659688	-0.177473	-0.1957188	-0.2168718	-0.2346251	-0.2396686	-0.2374953	-0.2277337	-0.2217215	-0.2199396	-0.2220652	-0.2315764	-0.2378727	-0.2313326	-0.2249668	-0.2160139	-0.1874131	-0.1479296	-0.1202451	-0.1139333	-0.1099944	-0.08830693	-0.04334005	0.007882381	0.02555022	0.05169317	0.1272604	0.1723107	0.1462417	0.09840015	0.04527934	0.01011453	-0.008012371	-0.03799373	-0.08036172	-0.1490555	-0.2207205
11.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2202687	-0.453704	-0.5984065	-0.6456071	-0.5893593	-0.4741993	-0.3272049	-0.1925187	-0.08484521	-0.01166236	0.04252305	0.07338563	0.07454173	-0.004263365	-0.1336993	-0.2525356	-0.5106115	-0.9523375	-1.132825	-0.7211534	-0.4272523	-0.408284	-0.325583	-0.2592895	-0.2690912	-0.2175855	-0.2200578	-0.2238861	-0.2166084	-0.2201326	-0.2078095	-0.2105825	-0.2064013	-0.2105436	-0.2100631	-0.2012584	-0.1766619	-0.1544791	-0.151842	-0.1319479	-0.1492332	-0.1286829	-0.1156626	-0.2100237	-0.2488167	-0.2825503	-0.3339911	-0.3678284	-0.3815662	-0.3989908	-0.4178109	-0.4248301	-0.4080341	-0.3863578	-0.3519315	-0.3274893	-0.3057518	-0.289874	-0.27478	-0.2620487	-0.2551788	-0.2442523	-0.2297453	-0.2018353	-0.1715831	-0.140043	-0.1252412	-0.1147801	-0.1155885	-0.1311429	-0.1575269	-0.1744927	-0.1800877	-0.1794517	-0.1941624	-0.2026393	-0.2091999	-0.2078753	-0.2121841	-0.2135109	-0.222683	-0.234742	-0.2557664	-0.270002	-0.2889313	-0.2975325	-0.2990394	-0.2962677	-0.2987153	-0.3154532	-0.3435525	-0.3684859	-0.3740709	-0.3789208	-0.3738386	-0.3965416	-0.4137987	-0.4136187	-0.384744	-0.3933464	-0.4452368	-0.5326065	-0.6110822	-0.6819112	-0.732638	-0.7714691	-0.7752961	-0.7541686	-0.6878933	-0.6031337	-0.5287743	-0.4711763	-0.4153639	-0.3645179	-0.3216366	-0.2854743	-0.2535203	-0.2261046	-0.2101296	-0.2090605	-0.2110756	-0.2081849	-0.2108272	-0.2193973	-0.2329348	-0.2472421	-0.2561811	-0.2550934	-0.2458093	-0.2391111	-0.2367447	-0.2420792	-0.2489634	-0.2535349	-0.2434975	-0.2252425	-0.2087622	-0.1772845	-0.1331772	-0.09249637	-0.06121336	-0.0455671	-0.04372504	-0.03839692	-0.02483778	-0.04216792	-0.03953892	0.07427295	0.2333216	0.2665534	0.1929441	0.1109678	0.04069223	0.009700525	-0.01697197	-0.05287462	-0.09224407	-0.1624647	-0.2528967
11.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2491944	-0.4928918	-0.6761885	-0.7406381	-0.6872236	-0.5731108	-0.4411414	-0.3076967	-0.2033324	-0.1150267	-0.04021427	-0.02078007	-0.1184846	-0.2716435	-0.4245133	-0.6106791	-0.9429397	-1.236085	-1.10408	-0.608941	-0.4285592	-0.4137346	-0.2990911	-0.2474043	-0.2410607	-0.2307038	-0.200597	-0.2018182	-0.1932357	-0.1887959	-0.1923416	-0.1928906	-0.1930827	-0.191522	-0.1842696	-0.1779592	-0.166492	-0.1549143	-0.1424546	-0.1323014	-0.1195811	-0.1214579	-0.1500341	-0.1969235	-0.2399262	-0.280079	-0.3409101	-0.3839026	-0.4034724	-0.4149184	-0.4186848	-0.4085704	-0.3857682	-0.3552946	-0.3435344	-0.326608	-0.3086281	-0.2816443	-0.2575773	-0.2389698	-0.2251098	-0.2155748	-0.2056404	-0.1899916	-0.1688216	-0.1529008	-0.1422008	-0.1391185	-0.1350527	-0.1461366	-0.1638099	-0.1784791	-0.1778427	-0.1740422	-0.1756279	-0.1859986	-0.193595	-0.2070578	-0.2115241	-0.2209902	-0.2323837	-0.2545066	-0.2774337	-0.3046702	-0.3230627	-0.3348779	-0.3314593	-0.3291437	-0.329437	-0.34239	-0.3656508	-0.3784459	-0.3859744	-0.3885951	-0.4011632	-0.4163696	-0.4349561	-0.4137368	-0.4111404	-0.4356578	-0.4958255	-0.5559135	-0.6041548	-0.6411764	-0.6744459	-0.6975799	-0.728922	-0.7437553	-0.7260549	-0.6506525	-0.5690542	-0.5163298	-0.4772301	-0.4320561	-0.3884325	-0.3503235	-0.3094834	-0.2718551	-0.2443483	-0.2406176	-0.2409344	-0.2405125	-0.2439628	-0.250283	-0.257833	-0.2639182	-0.2676295	-0.2617103	-0.2556411	-0.2507514	-0.2530966	-0.2555309	-0.2573376	-0.2492481	-0.2249926	-0.2046868	-0.184673	-0.1587808	-0.1352721	-0.1038844	-0.06921484	-0.03637993	-0.02498396	-0.03099055	-0.06526953	-0.1070972	-0.05473723	0.136196	0.3149453	0.3364237	0.23106	0.112368	0.03051125	-0.003614356	-0.02968671	-0.06722015	-0.09750879	-0.1564104	-0.2472639
11.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.257652	-0.5265123	-0.7259192	-0.8184768	-0.7737309	-0.6442199	-0.5264078	-0.4165812	-0.3016463	-0.2162942	-0.1882154	-0.2678928	-0.4289047	-0.5989929	-0.7775209	-1.016227	-1.269852	-1.278345	-0.9204968	-0.5212742	-0.4701963	-0.3801365	-0.2820812	-0.271979	-0.2204075	-0.2392596	-0.2092808	-0.1947449	-0.1814786	-0.1740903	-0.1797493	-0.1867428	-0.1867558	-0.1724085	-0.1662803	-0.1576245	-0.1642948	-0.1584007	-0.1436145	-0.1210573	-0.1156121	-0.131998	-0.1488854	-0.1986651	-0.2355435	-0.2691408	-0.3289585	-0.381714	-0.4082072	-0.4091489	-0.3994908	-0.3869018	-0.3662856	-0.3614478	-0.3607091	-0.3547048	-0.3254154	-0.2945228	-0.2594454	-0.2374883	-0.2148869	-0.1962357	-0.1884235	-0.1753904	-0.1634871	-0.1581022	-0.1641905	-0.1660013	-0.1653186	-0.1687205	-0.1809663	-0.1842768	-0.1831107	-0.174867	-0.1747994	-0.1800996	-0.194888	-0.2022966	-0.2170036	-0.227239	-0.2479345	-0.2718448	-0.3057313	-0.3351954	-0.3570714	-0.3595798	-0.3604583	-0.3560601	-0.353962	-0.3580763	-0.3630657	-0.371647	-0.3816824	-0.4040148	-0.4121037	-0.4219987	-0.4171235	-0.4057837	-0.4170694	-0.4549761	-0.5030292	-0.5484847	-0.565459	-0.5732059	-0.5707105	-0.579613	-0.6097761	-0.6692012	-0.7036898	-0.6832562	-0.5979235	-0.5336808	-0.5075441	-0.4851493	-0.4470261	-0.4080979	-0.3654376	-0.3134486	-0.2755919	-0.2580698	-0.2573835	-0.2547956	-0.2563179	-0.2623339	-0.2693988	-0.2734193	-0.2709834	-0.2657495	-0.260716	-0.2606986	-0.2617625	-0.2588698	-0.2524458	-0.228897	-0.2061037	-0.1893487	-0.1801591	-0.1741103	-0.1547354	-0.121396	-0.08341487	-0.0616248	-0.04745643	-0.06512849	-0.1068995	-0.1290884	-0.03021889	0.1667261	0.3228917	0.3344375	0.2221853	0.09900012	0.01259638	-0.01701712	-0.04724897	-0.08346955	-0.0995198	-0.1330674	-0.2178705
11S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2772418	-0.5259628	-0.7543679	-0.8820579	-0.8718087	-0.7314563	-0.6078098	-0.5300168	-0.4417831	-0.4097246	-0.4572136	-0.5889893	-0.7628547	-0.933273	-1.118376	-1.266993	-1.298197	-1.112681	-0.7304605	-0.5011273	-0.4639029	-0.3398861	-0.2867245	-0.3006141	-0.2517067	-0.2339774	-0.222982	-0.1960483	-0.1841639	-0.1760582	-0.181146	-0.1856254	-0.1814951	-0.173401	-0.1600962	-0.1650594	-0.1724183	-0.1734127	-0.1482565	-0.1225555	-0.1266962	-0.1353184	-0.1605609	-0.1967474	-0.2299568	-0.2561132	-0.3029462	-0.3592187	-0.3934163	-0.392741	-0.3784345	-0.3679386	-0.3718897	-0.3812157	-0.388932	-0.3649435	-0.3327593	-0.291646	-0.2616306	-0.2452866	-0.2253272	-0.19841	-0.1835537	-0.1676654	-0.1606685	-0.1725811	-0.1897091	-0.2009481	-0.2003925	-0.2018079	-0.2010986	-0.2004761	-0.193192	-0.1921852	-0.1885578	-0.1955695	-0.1994622	-0.2083538	-0.2200257	-0.2363691	-0.25662	-0.2940958	-0.3328151	-0.3685634	-0.3841882	-0.3877528	-0.3812638	-0.3740777	-0.364592	-0.3542098	-0.3499293	-0.362863	-0.3885871	-0.4074575	-0.4146024	-0.3977741	-0.3842383	-0.3795297	-0.4035888	-0.4352935	-0.4810181	-0.505734	-0.5123134	-0.4922405	-0.472389	-0.4542625	-0.4802078	-0.5400969	-0.6222026	-0.6564786	-0.6189765	-0.5315256	-0.4905697	-0.4858593	-0.4710285	-0.4407279	-0.4028995	-0.3497217	-0.2972718	-0.2661051	-0.2575777	-0.2562588	-0.2533913	-0.2589215	-0.2666688	-0.2690057	-0.2671627	-0.261512	-0.2592605	-0.2594608	-0.2614959	-0.2578026	-0.2440519	-0.2179014	-0.1991409	-0.1858649	-0.1781589	-0.1641649	-0.1264556	-0.07515264	-0.04861913	-0.04755148	-0.06646375	-0.09380231	-0.1247046	-0.1096316	-0.01344202	0.1415137	0.2460952	0.2418709	0.1605628	0.0611942	-0.003090676	-0.02546735	-0.05279763	-0.09653443	-0.1030608	-0.110852	-0.1652748
10.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2774388	-0.5215706	-0.7273797	-0.9152708	-0.9912988	-0.8906894	-0.7708421	-0.7264173	-0.6870562	-0.6824715	-0.7638909	-0.9032506	-1.048947	-1.155811	-1.234649	-1.239656	-1.140206	-0.8983001	-0.6038277	-0.5026337	-0.4106456	-0.3223	-0.3146936	-0.3002718	-0.2946932	-0.2522372	-0.2336625	-0.2111582	-0.1925758	-0.1913127	-0.1934518	-0.1970751	-0.1860873	-0.1839971	-0.1789105	-0.1843787	-0.1996381	-0.1942323	-0.1780221	-0.1471221	-0.1454086	-0.1580353	-0.1843991	-0.2078147	-0.2238905	-0.2422034	-0.2728672	-0.3221046	-0.3701323	-0.3738235	-0.357356	-0.3559707	-0.373946	-0.3891807	-0.3828126	-0.3584911	-0.3182533	-0.2776366	-0.2487987	-0.2502344	-0.2379767	-0.2157505	-0.1904413	-0.1694308	-0.1713061	-0.1917592	-0.223244	-0.2403002	-0.2398339	-0.2284551	-0.2227853	-0.2158482	-0.2108752	-0.2076171	-0.2110674	-0.2149296	-0.2236653	-0.2263257	-0.2355925	-0.2448707	-0.2678111	-0.298929	-0.3396838	-0.3759899	-0.4013381	-0.4034401	-0.394521	-0.3736492	-0.3525382	-0.3354771	-0.3363178	-0.351124	-0.3732212	-0.3920017	-0.3881616	-0.3668222	-0.3447276	-0.3476397	-0.3566723	-0.3915414	-0.4192627	-0.4316734	-0.420085	-0.3992714	-0.3712065	-0.3558442	-0.3618509	-0.4181448	-0.4972454	-0.5722749	-0.5890593	-0.5329331	-0.4565925	-0.4419205	-0.4509984	-0.4404525	-0.4116981	-0.3661959	-0.3115857	-0.2691343	-0.2577908	-0.2535117	-0.2493294	-0.2500187	-0.2578518	-0.2621457	-0.2619431	-0.2573966	-0.2560689	-0.2550189	-0.2565768	-0.2540686	-0.238148	-0.2101356	-0.1943937	-0.1768523	-0.157269	-0.1218976	-0.07247241	-0.03413047	-0.01308878	-0.02113278	-0.04473963	-0.08392299	-0.1066947	-0.08389515	-0.009531749	0.070227	0.1041944	0.09842229	0.05878559	0.0118561	-0.01332811	-0.01466692	-0.04683942	-0.0773093	-0.1003897	-0.09677158	-0.1224663
10.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.3453736	-0.4922514	-0.6463391	-0.8826257	-1.065206	-1.069803	-0.992518	-0.9640722	-0.9527932	-0.9575894	-1.024891	-1.107287	-1.146705	-1.163442	-1.154268	-1.089494	-0.9390368	-0.7114041	-0.530028	-0.4494163	-0.3633085	-0.3281493	-0.335642	-0.3174982	-0.3105599	-0.2851108	-0.2591266	-0.2393837	-0.2185516	-0.2101382	-0.2126072	-0.2094519	-0.2011701	-0.1948749	-0.2035271	-0.2136456	-0.2286032	-0.2351709	-0.2170706	-0.2081959	-0.1988302	-0.1883914	-0.2105275	-0.2291776	-0.2187105	-0.2346171	-0.2402861	-0.2768381	-0.3370117	-0.3570787	-0.344437	-0.3391073	-0.3573008	-0.3688363	-0.3550727	-0.333698	-0.3024758	-0.2611222	-0.2438309	-0.2392462	-0.2494202	-0.2288059	-0.2017947	-0.185265	-0.1899266	-0.2182865	-0.2546854	-0.2787438	-0.273292	-0.2536388	-0.2378092	-0.231575	-0.2243185	-0.2251055	-0.2273383	-0.239554	-0.2509435	-0.2567052	-0.2507459	-0.2553533	-0.2666596	-0.2950358	-0.3286513	-0.366787	-0.3914271	-0.4011312	-0.3913102	-0.3688322	-0.3401169	-0.3201905	-0.3143365	-0.3201935	-0.3304642	-0.342383	-0.3441593	-0.3266257	-0.3070264	-0.290077	-0.2968253	-0.3091481	-0.3225692	-0.321436	-0.3047781	-0.2791212	-0.262041	-0.2522176	-0.2648548	-0.3000587	-0.3692517	-0.4443164	-0.50026	-0.4996535	-0.4348641	-0.3864903	-0.3970775	-0.4017199	-0.3872632	-0.3569583	-0.3113086	-0.2754678	-0.2618549	-0.259628	-0.2501511	-0.2453441	-0.2467651	-0.2518356	-0.2547551	-0.2549193	-0.2538638	-0.2488435	-0.2477903	-0.2404943	-0.2184616	-0.1911048	-0.1726718	-0.1499995	-0.116152	-0.07492654	-0.03974386	-0.01635261	-0.002431771	0.00143179	-0.0256072	-0.06168568	-0.09358196	-0.0722832	-0.03791786	-0.04070843	-0.0561711	-0.06195184	-0.0468333	-0.03712341	0.001487212	0.0172927	-0.01602172	-0.03796953	-0.0419861	-0.08663709	-0.105468
10.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.281397	-0.4455608	-0.4128401	-0.5167934	-0.7602739	-1.022455	-1.150263	-1.159073	-1.138422	-1.126	-1.108617	-1.115424	-1.109734	-1.086017	-1.047562	-0.9917727	-0.8909714	-0.7343798	-0.5559899	-0.4405704	-0.3676157	-0.3213889	-0.3183839	-0.330772	-0.3232652	-0.3124492	-0.2965704	-0.278161	-0.2579074	-0.2371781	-0.2205387	-0.2166729	-0.2172554	-0.2027972	-0.2016322	-0.214784	-0.2296429	-0.255839	-0.2628811	-0.2564007	-0.2578996	-0.2285866	-0.2269297	-0.2415586	-0.2427977	-0.2311248	-0.2263524	-0.2175878	-0.2299458	-0.2890801	-0.3257246	-0.3273236	-0.3111528	-0.3152606	-0.3159305	-0.2978523	-0.2792655	-0.256631	-0.2444286	-0.2256752	-0.2212422	-0.2317954	-0.2327542	-0.2089189	-0.1967856	-0.2079196	-0.2359493	-0.2782559	-0.3025126	-0.299484	-0.2728791	-0.2503776	-0.2385112	-0.2363405	-0.2335566	-0.241898	-0.2591093	-0.2776898	-0.2793933	-0.2708792	-0.2611102	-0.2674059	-0.288632	-0.3231809	-0.3560843	-0.378647	-0.3833652	-0.3783885	-0.3566756	-0.3298145	-0.2959612	-0.2744904	-0.2618965	-0.2558277	-0.2622056	-0.2655656	-0.2563563	-0.2339676	-0.2242728	-0.2172221	-0.2150214	-0.2019123	-0.1873803	-0.1678524	-0.1527791	-0.1439073	-0.1506338	-0.1673685	-0.2039944	-0.2500082	-0.318091	-0.3794461	-0.4142782	-0.3931952	-0.3462892	-0.3321032	-0.3435286	-0.3392691	-0.3247162	-0.300822	-0.2773339	-0.2699303	-0.2719482	-0.2669671	-0.2546164	-0.2479256	-0.2466438	-0.2513997	-0.2569887	-0.2559466	-0.251951	-0.2432703	-0.2255166	-0.1957339	-0.1694234	-0.149506	-0.1244371	-0.09180764	-0.05853958	-0.03371466	-0.02295063	-0.01042296	-0.003067503	-0.02317172	-0.06111236	-0.09271245	-0.08790042	-0.09578247	-0.1461022	-0.1991055	-0.2010554	-0.1461995	-0.0666665	0.03026952	0.07364023	0.02107558	-0.009032165	-10	-10	-10
10S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.3607669	-0.5047377	-0.3102018	-0.3646559	-0.5829681	-0.8635419	-1.068749	-1.146408	-1.146456	-1.120328	-1.087675	-1.055688	-1.008319	-0.9499032	-0.879254	-0.791397	-0.6803888	-0.544311	-0.4165354	-0.3367957	-0.2975223	-0.2890679	-0.3003606	-0.3169844	-0.3197801	-0.3177601	-0.3132737	-0.2981397	-0.2739657	-0.2493253	-0.228269	-0.2202018	-0.2136268	-0.2071778	-0.2065068	-0.2142661	-0.2400687	-0.2712132	-0.2799188	-0.2882657	-0.2889957	-0.2726356	-0.2750479	-0.2813062	-0.2647517	-0.237787	-0.2319431	-0.2061643	-0.1984577	-0.2325274	-0.2764284	-0.2892413	-0.2676001	-0.2515178	-0.2325414	-0.2184674	-0.2014171	-0.1953171	-0.1989953	-0.2029853	-0.191278	-0.205828	-0.2213154	-0.2145098	-0.2080853	-0.2183713	-0.2487541	-0.291637	-0.3229133	-0.319225	-0.2947837	-0.2639103	-0.2511863	-0.2443838	-0.2443473	-0.2519958	-0.2712683	-0.2892505	-0.2980668	-0.2896371	-0.2782539	-0.2740682	-0.2938655	-0.321822	-0.3508562	-0.3642628	-0.363358	-0.3484403	-0.3284989	-0.3001496	-0.2649195	-0.2308333	-0.2036995	-0.1796463	-0.1681841	-0.1642973	-0.1544947	-0.1496321	-0.1357422	-0.1324985	-0.1149369	-0.09444453	-0.06598219	-0.04575663	-0.03657722	-0.04548498	-0.05866423	-0.08613244	-0.1174044	-0.1620043	-0.2083805	-0.2672904	-0.3067487	-0.3203278	-0.2990629	-0.2799659	-0.2783693	-0.2827606	-0.2821987	-0.2802635	-0.2741861	-0.2734674	-0.2816868	-0.2853112	-0.2773805	-0.2652143	-0.2613826	-0.2626323	-0.2681412	-0.267451	-0.256203	-0.2448062	-0.217317	-0.1854865	-0.1608531	-0.1362409	-0.1073694	-0.07367172	-0.04600736	-0.03056622	-0.02599476	-0.03509757	-0.03061073	-0.03924898	-0.07104569	-0.1015557	-0.1086735	-0.1597491	-0.236598	-0.2896412	-0.3033508	-0.2145693	-0.0712548	0.07118785	0.1143088	0.07418948	-0.005323762	-10	-10	-10
