             VARIABLE : zonal current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
11N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.006955404	-0.01419795	-0.01098049	-0.05728924	0.001641687	0.08291279	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2584268	0.2685876	0.1038267	0.06515862	0.08189823	0.1055944	0.09160767	0.1047099	0.1384576	0.2001355	0.2718154	0.2800406	0.2528175	0.2366053	0.25655	0.2397728	0.1651069	0.1127512	0.08675452	0.06053798	0.02680608	0.008819884	0.0151623	0.04568476	0.1102053	0.1922773	0.250062	0.2682985	0.2467781	0.2232395	0.1950708	0.169785	0.154455	0.1339358	0.1129646	0.09279237	0.0905498	0.09243104	0.1110415	0.1005001	0.07438323	0.03201632	0.005242142	-0.0138706	-0.009503189	-0.00742916	0.009921428	0.008563977	0.02490827	-10	-10	-10	-10	-10	-10	-10	-10	-0.05860746	-0.04445496	0.0101187	0.06535104	0.1315534	0.1437378	0.08964095	0.02067523	-0.02454769	-0.05382125	-0.1066361	-0.2113952	-0.3175202	-0.3665629	-0.35961	-0.3171277	-0.283446	-0.2552592	-0.1865201	-0.08869469	-0.03159149	0.02065206	0.06581449	0.1001923	0.1156774	0.1194635	0.1060194	0.05841267	0.01379183	-0.013177	-0.009154788	0.02496592	0.06436789	0.09811024	0.1069675	0.1416242	0.07743391	-10	-10	-10	-10	0.1528477	0.2606113	0.281653	0.2620278	0.1156983	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.6658179	0.8135529	0.5899275	0.4154586	0.2608169	0.2119939	0.2011387	0.2422895	0.2392009	0.1901449	0.1211528	0.06766514	0.04315337	0.0476136	0.07046286	0.09279813	0.1150799	0.1271266	0.1390338	0.145212	0.1486811	0.02723551	-0.04971251
11.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.03478091	-0.07394005	-0.1692802	-0.111252	-0.03594992	-0.04708961	-0.1637556	-0.3506757	-0.6444361	-0.5934476	-0.3429186	-0.04560363	-10	-10	-10	-10	0.2568682	0.2491143	0.1580371	0.2310959	0.2853115	0.3524211	0.4100623	0.4413357	0.4520542	0.4707268	0.4648836	0.3976268	0.3047396	0.2393652	0.238585	0.2501792	0.1997412	0.1613972	0.1333621	0.1000475	0.05391236	0.01811685	0.01318692	0.03172095	0.08241475	0.1543301	0.2070377	0.2311553	0.2185697	0.1925366	0.1757803	0.1648683	0.1526958	0.1328528	0.1137908	0.111886	0.1102262	0.1334005	0.1449466	0.1399634	0.09934705	0.06461556	0.02900858	0.01456235	-0.001482541	-0.001330617	-0.007891428	-0.008718202	-0.005311915	-10	-10	-10	-10	-10	-10	-10	-10	-0.05516536	-0.08547182	-0.02532885	0.03251341	0.1037772	0.1524291	0.1253231	0.06248443	0.002885139	-0.03825339	-0.07267433	-0.1474295	-0.2317584	-0.2715044	-0.2693166	-0.2601148	-0.2493243	-0.206773	-0.1161861	-0.04508126	-0.00163255	0.04068094	0.07726212	0.08222321	0.09742083	0.1088801	0.1218328	0.0895442	0.01775651	-0.01241689	-0.01354972	0.009341166	0.05416453	0.0767417	0.1168118	0.1048352	0.07827592	-10	-10	-10	-10	0.1590251	0.3085223	0.3299158	0.2588672	0.1206695	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.7014716	0.7020568	0.5211274	0.387792	0.2813374	0.2450956	0.2337701	0.224668	0.1787089	0.1145129	0.05785992	0.02936528	0.03457126	0.06224352	0.08518027	0.08209956	0.07659065	0.07269147	0.08155704	0.08203805	0.0599347	-0.006731449
11.5N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02268759	-0.1120089	-0.1645377	-0.09778122	-0.02127765	-0.151487	-0.3780333	-0.5665164	-0.7403922	-0.6687457	-0.373811	-0.1600969	0.07552279	-10	-10	-10	0.151914	0.2227831	0.1181304	0.1404684	0.3796134	0.5986021	0.7273859	0.7914979	0.7927398	0.7550026	0.6530402	0.4976765	0.3423965	0.2313497	0.2217578	0.2503046	0.246061	0.2158895	0.1826447	0.1429577	0.09596881	0.05410791	0.03052919	0.03650644	0.06746509	0.1163573	0.1637686	0.1954592	0.1947424	0.1784546	0.1675582	0.1612987	0.1487255	0.1267036	0.1144301	0.1142936	0.1299174	0.1471725	0.1730404	0.1552581	0.1342483	0.09494305	0.066563	0.04046839	0.02676624	0.007711243	0.009047148	-0.01954108	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.08260904	-0.1004953	-0.05192178	-0.01366089	0.05410596	0.1239769	0.144702	0.1085394	0.03969334	-0.01972698	-0.04862771	-0.08624066	-0.1436158	-0.1769377	-0.1944708	-0.2085886	-0.1902218	-0.1207513	-0.04482874	0.006961446	0.03998039	0.06782567	0.06911674	0.08611035	0.08212141	0.06924046	0.1134438	0.09123532	0.01927801	-0.001249213	-0.01448282	0.006664208	0.03604058	0.07310807	0.08204167	0.08929707	0.03726722	-10	-10	-10	-10	0.1405396	0.303385	0.2988497	0.2366729	0.0847613	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5614582	0.7008679	0.5624146	0.4362587	0.3427946	0.2661593	0.2359301	0.2093805	0.1714766	0.1079416	0.05096499	0.02324962	0.02533087	0.04965783	0.06345873	0.05334151	0.02083472	0.002715741	-0.006109233	0.009368136	-0.002756072	-0.007642287
11.8N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.006679097	-0.02005511	-0.04049239	-0.02645889	-0.007859855	-0.1309163	-0.3135723	-0.3670471	-0.3865027	-0.3523982	-0.2045624	-0.03862198	0.070007	0.08279737	-10	-10	0.1852576	0.2859672	0.249264	0.2760005	0.4625252	0.7413132	1.019254	1.119622	1.095993	0.9789	0.7709321	0.5399298	0.3399108	0.2080095	0.1696705	0.2300401	0.2710749	0.2567694	0.2215873	0.1829738	0.1438532	0.1084134	0.08092404	0.06866268	0.08494481	0.1081167	0.1403805	0.1686888	0.1752425	0.1716119	0.1701785	0.1676086	0.149197	0.1291255	0.1125349	0.1222892	0.136674	0.1583574	0.1639985	0.1666038	0.1518026	0.1284169	0.09219457	0.06554491	0.04193948	0.04408813	0.03307455	0.007213495	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06218931	-0.09132824	-0.05629319	-0.02948284	0.009288261	0.07941084	0.1374732	0.1297497	0.05982026	-0.01540948	-0.04439544	-0.05639737	-0.08309798	-0.1121534	-0.1377289	-0.1528524	-0.1143395	-0.04024168	0.02316933	0.05533925	0.07355289	0.07258785	0.06862082	0.07169111	0.07201537	0.04334445	-0.01696346	0.02285003	0.03341154	0.006054348	0.004881977	0.003500341	0.03682897	0.04761701	0.05809917	0.04722763	0.05788248	-10	-10	-10	-10	0.1387963	0.2563018	0.228221	0.1584213	0.1033343	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2662862	0.54706	0.5108168	0.4356379	0.3593176	0.278651	0.2190605	0.1912095	0.1603226	0.1113547	0.05597959	0.02903157	0.02710771	0.03622303	0.02629391	0.01033519	-0.02746705	-0.05674821	-0.0692647	-0.08488626	-0.0817828	-0.0707282
12N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.0481501	0.1506201	0.1778122	0.1631872	0.1309967	0.03065095	-0.05868894	0.01096817	0.1044152	0.08367058	0.1059466	0.1251356	0.226379	0.1955497	0.2258049	0.5036882	0.4434927	0.3553543	0.4565066	0.4472211	0.519531	0.7833458	0.9424179	1.128384	1.144014	0.9818163	0.7377398	0.4835048	0.2922223	0.1547044	0.1316926	0.2099601	0.302949	0.2877769	0.2523821	0.2132901	0.1863146	0.1664492	0.1433734	0.1256301	0.1216575	0.129712	0.1415841	0.1518108	0.157028	0.1630298	0.1685814	0.1715455	0.1583201	0.1399023	0.122917	0.1286996	0.1538135	0.1644224	0.1723369	0.1631501	0.1580399	0.1369211	0.1159533	0.08109693	0.06674195	0.04615124	0.05284055	0.02521644	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04579629	-0.0664894	-0.03242867	-0.02830343	0.02661491	0.09323013	0.097246	0.04054755	-0.02438272	-0.05614836	-0.05787703	-0.06750175	-0.08142639	-0.09272085	-0.08227327	-0.03488806	0.02541627	0.06306161	0.08597486	0.08871283	0.07816295	0.06292961	0.06210513	0.04350656	0.03960633	-0.07786494	-0.04815327	0.05088424	0.03981014	0.01877539	0.02615106	0.02762019	0.05786003	0.04948592	0.04568798	0.03556688	-10	-10	-10	-10	0.1251099	0.1967424	0.1809133	0.1136092	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06577002	0.3328929	0.3874634	0.3859716	0.3434655	0.2695531	0.1982883	0.1664029	0.1489325	0.1106477	0.07238231	0.04496317	0.04319626	0.03275245	0.01727079	-0.01999493	-0.03589108	-0.05714572	-0.05817488	-0.05989493	-0.05127963	-0.02538126
12.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.09340045	0.02805814	0.3042662	0.4312064	0.4473208	0.3565705	0.2552468	0.2135819	0.356508	0.5588373	0.5474516	0.4243924	0.2928636	0.314892	0.3052329	0.3367912	0.393851	0.3553407	0.4812282	0.5531577	0.3206278	-10	-10	0.4691091	0.8307073	0.8834139	0.8098873	0.591082	0.3869345	0.211429	0.1219541	0.1279413	0.2297749	0.3097537	0.306897	0.2660598	0.2290784	0.2094372	0.200989	0.1946668	0.1790474	0.1687748	0.1602936	0.1595572	0.1514391	0.1497292	0.1573753	0.1629064	0.1676582	0.1654447	0.1522576	0.1384266	0.1485677	0.1676419	0.1874082	0.1802364	0.1777355	0.1581627	0.147055	0.1277725	0.09961621	0.06903905	0.05550554	0.05456915	0.05542715	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03582213	-0.06291194	-0.07324339	-0.07359634	-0.04484183	0.00170001	0.01593665	-0.0048548	-0.03771637	-0.06858937	-0.06866162	-0.06264517	-0.05926679	-0.03758496	-0.004260027	0.03879019	0.06791424	0.09111173	0.1077405	0.1003311	0.08938138	0.07265654	0.07431401	0.0423102	-10	-10	0.01324787	0.06070862	0.08295029	0.06301087	0.04264722	0.04280436	0.04320662	0.05643522	0.03931757	0.04336716	-10	-10	-10	-10	0.04951095	0.1497226	0.1901001	0.1029052	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.003503195	0.1380399	0.2626428	0.3038276	0.2983389	0.2264712	0.1603547	0.1329977	0.1242722	0.1041052	0.07526504	0.05531795	0.0494228	0.0536406	0.03115787	0.005293482	-0.009951867	0.003592996	0.00313571	0.03546164	0.03339636	0.0940981
12.6N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04041827	-0.0002510425	-10	-10	0.294004	0.4416186	0.4969785	0.511637	0.6546884	0.8902758	0.8837773	0.604349	0.3608289	0.2845557	0.3178156	0.334183	0.4293758	0.4522478	0.5992594	0.5057571	0.3885695	-10	-10	0.2359391	0.4292243	0.6317523	0.6071408	0.4797204	0.3016002	0.1619	0.104521	0.1481332	0.2285801	0.2801024	0.2758386	0.2467361	0.2174788	0.2070123	0.211215	0.2204407	0.221442	0.2091978	0.1888369	0.1723107	0.1606607	0.1550581	0.1546463	0.1574764	0.161305	0.1702242	0.1698235	0.1586033	0.1578169	0.1757226	0.1890962	0.1928868	0.175275	0.1700544	0.1517529	0.1333322	0.1038401	0.0809256	0.07569246	0.04536795	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.002242266	-0.07086457	-0.1012906	-0.1180249	-0.1294003	-0.1062203	-0.08056211	-0.05669326	-0.05359768	-0.07466993	-0.07271091	-0.05214363	-0.02752867	0.0130484	0.05203557	0.07217824	0.08738125	0.1095555	0.124916	0.1102051	0.09364344	0.0964604	0.0858198	0.1040466	-10	-10	0.1496345	0.1594905	0.1374525	0.1096874	0.08297466	0.04565297	0.05149623	0.04580921	0.03723566	0.02392276	-10	-10	-10	-10	0.007977334	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.05583693	0.1397923	0.2126579	0.2321842	0.1656209	0.1132639	0.1046697	0.1033862	0.09416771	0.07406933	0.06408512	0.061752	0.0692078	0.06961963	0.04570917	0.03295142	0.04767996	0.06903257	0.07096271	0.1192192	0.08997402
12.8N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.09022593	0.1459937	-10	-10	-10	0.1890811	0.4363613	0.6496799	0.8341345	1.020448	0.9331036	0.567809	0.2585779	0.1428277	0.2446673	0.37837	0.4709567	0.5267026	0.6369471	0.54149	0.4048072	0.194397	-0.05790498	-0.04289743	0.2436821	0.4236606	0.5109999	0.410891	0.2577779	0.1236521	0.09655654	0.1377942	0.1871869	0.2154283	0.2267202	0.2162537	0.2048175	0.2054822	0.2127067	0.2263409	0.2434462	0.2399281	0.2119203	0.1850679	0.1711265	0.1645416	0.1646067	0.1617936	0.1614066	0.1769725	0.1926279	0.1854639	0.175864	0.17439	0.1840084	0.1778095	0.1754308	0.1611509	0.155783	0.131892	0.1009674	0.08460271	0.08691981	0.06081866	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04312863	-0.05188308	-0.1077903	-0.1546501	-0.1788784	-0.1831103	-0.1517299	-0.1055139	-0.07499771	-0.07487233	-0.06987321	-0.03443454	0.002424268	0.04675859	0.07411223	0.0892299	0.1084947	0.1336745	0.1369389	0.1143774	0.09766383	0.1102898	0.1122952	0.1208772	0.09303614	0.09991721	0.2008795	0.2376401	0.1983284	0.1629053	0.1109247	0.06337576	0.04191029	0.04150304	0.01637026	0.03429176	-10	-10	-10	-10	0.01258236	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.003166818	0.04800965	0.1205013	0.1467756	0.1001981	0.07184227	0.06854565	0.07849797	0.07976558	0.07224514	0.07167622	0.07257774	0.07819718	0.0972181	0.1030358	0.09605733	0.1106643	0.1233949	0.1321739	0.1285094	0.1197971
13.1N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.0006797161	-10	-10	-10	-10	-10	0.1843131	0.4904409	0.757672	0.8218251	0.6845127	0.3692542	0.09343936	0.0483744	0.2491999	0.3924319	0.4075864	0.468227	0.5920776	0.5426512	0.4069347	0.2148598	-0.06871336	-0.2386718	0.04587914	0.306503	0.4232604	0.3733833	0.2293696	0.1043085	0.08224498	0.1059897	0.1344192	0.1714102	0.1968619	0.2013897	0.2051875	0.2199544	0.2292729	0.2439099	0.2656724	0.2667316	0.2328789	0.1992044	0.1780761	0.1747149	0.1792292	0.1789967	0.1753677	0.1869643	0.210314	0.2182698	0.2041031	0.1919426	0.1779932	0.1725832	0.1588627	0.1576325	0.1424504	0.126655	0.09107788	0.06780621	0.09143683	0.04688568	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.006135545	-0.04363746	-0.09130233	-0.1577622	-0.1878974	-0.1948639	-0.1776708	-0.140418	-0.1069554	-0.0893881	-0.06072797	-0.01745512	0.03331707	0.07017118	0.08606187	0.1075324	0.1292704	0.13019	0.1246199	0.1253382	0.127874	0.1249788	0.1345452	0.1571645	0.1753474	0.1764593	0.1955554	0.2364685	0.2326449	0.1845383	0.1361408	0.07354725	0.01979998	-0.005643836	0.02974996	0.02311652	-10	-10	-10	-10	0.0109863	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02357926	-0.009256667	0.05417607	0.06882229	0.04162603	0.03171076	0.02808306	0.04582574	0.06525269	0.07251502	0.08259391	0.07896461	0.07799155	0.1042672	0.1358099	0.1571411	0.1614897	0.1707048	0.1655983	0.1580517	0.09519837
13.4N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0390705	-0.02468038	-10	-10	-10	-10	-10	-10	-10	-10	0.2854297	0.2766246	0.1404862	0.02489617	0.08628523	0.2016382	0.2422624	0.2278398	0.3020995	0.441274	0.4701393	0.4048423	0.2595123	0.09653106	-0.1445313	-0.09272495	0.1652403	0.2973829	0.3010098	0.1973178	0.0921087	0.0640913	0.06690081	0.09031131	0.1464303	0.1869195	0.2029493	0.2203478	0.2451186	0.2628996	0.2744348	0.2894452	0.2854735	0.2524469	0.2102556	0.1861589	0.1760828	0.1829856	0.1872757	0.1843545	0.2010487	0.2240264	0.2371001	0.224815	0.2000687	0.1806227	0.160596	0.1590273	0.1403232	0.1247806	0.09733704	0.08457998	0.06432753	0.0657108	0.0796515	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0338713	-0.02822652	-0.06658064	-0.1209353	-0.1664219	-0.1769991	-0.1723447	-0.1560589	-0.1365358	-0.1078216	-0.06829109	-0.01891096	0.02909923	0.06326278	0.09218334	0.1224566	0.1354445	0.1257964	0.126894	0.1457677	0.160835	0.1717076	0.1543406	0.1602362	0.2089664	0.1906922	0.2310037	0.2581917	0.2277819	0.1931009	0.1271446	0.08530851	0.03197129	0.01834021	0.01600587	0.02476174	-10	-10	-10	-10	0.02038964	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.00091968	0.005550962	-0.0169881	0.006788975	0.00959743	0.004794488	0.0004184143	-0.00009547479	0.01226381	0.05525878	0.08776146	0.0906509	0.07996309	0.07713661	0.09801491	0.1366991	0.1699258	0.1807655	0.1735386	0.1707322	0.138092	0.1189502
13.7N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.00880501	-0.01310236	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04430505	0.05404601	0.1339343	0.1463162	0.1222344	0.05877526	0.03353717	0.07940841	0.2160248	0.3701824	0.4200027	0.3595823	0.3086604	0.1253214	-0.01731938	0.1055469	0.2225887	0.2292129	0.1714678	0.088339	0.05551607	0.04720287	0.07105632	0.1330225	0.1865823	0.2084553	0.2301007	0.2590572	0.2802069	0.2870927	0.2845375	0.2743636	0.2460997	0.2083064	0.1838003	0.1800289	0.1836972	0.1902647	0.1984712	0.2108495	0.2269639	0.2369369	0.2257292	0.1977578	0.1663524	0.1580609	0.1458416	0.1313435	0.1079543	0.09028924	0.0812712	0.07292237	0.06202357	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0272129	-0.0817324	-0.0896339	-0.1158821	-0.1349785	-0.1458372	-0.1441492	-0.1475243	-0.1512663	-0.1342783	-0.09637055	-0.05803335	-0.007821431	0.04494824	0.09013449	0.1231216	0.1368241	0.1381615	0.1498471	0.175101	0.1861588	0.1929906	0.1961785	0.1588548	0.1688607	0.2919457	0.2818492	0.2165039	0.1938913	0.1384485	0.1070631	0.05724212	0.08379161	0.04865867	0.02105543	0.0344551	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02628021	-0.03650589	-0.03899777	-0.01818241	-0.001517945	-0.005982111	-0.001822835	-0.00720981	-0.004185434	0.04802185	0.09540184	0.09815469	0.0816056	0.06927216	0.08433203	0.1174617	0.1554814	0.1585345	0.1474694	0.1232711	0.1119033	0.07891316
14N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04805002	0.06141985	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2022366	0.2340013	0.1007272	-0.03367181	-0.1362258	-0.1108601	0.04238017	0.2863156	0.4529169	0.4798443	0.5079755	0.3786436	0.1505792	0.1337577	0.1961088	0.2089867	0.1700487	0.1186415	0.08376426	0.07134529	0.09830644	0.1509212	0.1940269	0.2132318	0.227127	0.2528697	0.2727964	0.2721692	0.2589963	0.2413662	0.220414	0.1923979	0.1787379	0.1744173	0.178762	0.1884417	0.1915781	0.1965557	0.2023429	0.2173694	0.2149282	0.1899077	0.1666334	0.1430307	0.1326956	0.1157868	0.1092054	0.10113	0.08944442	0.05585881	0.05447387	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01386479	-0.05638184	-0.1070709	-0.1201565	-0.1158286	-0.1081288	-0.1090738	-0.1176149	-0.1302435	-0.1212302	-0.09520669	-0.05877905	-0.01096817	0.0463438	0.08900448	0.1096252	0.1253409	0.1441959	0.1685618	0.1899705	0.2059906	0.200948	0.1996077	0.1559116	0.2074539	0.2296953	0.1368677	0.1437596	0.1190533	0.09157638	0.05895931	0.05329866	0.008852453	0.02134189	0.03706672	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04255439	-0.05838798	-0.03676042	-0.01193175	0.001097422	0.004270514	0.01252906	0.01927179	0.03231206	0.06874119	0.1079848	0.1023221	0.07804361	0.05901344	0.06188251	0.08938696	0.1142552	0.1195226	0.095101	0.08086593	0.0581903	0.07932131
14.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0215329	-0.0196645	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2358507	0.1714417	-0.03928548	-0.1756134	-0.1940476	-0.04009209	0.2205352	0.486293	0.5886882	0.6498431	0.5746056	0.3263306	0.1805943	0.2126398	0.2419178	0.2223549	0.1917377	0.1755206	0.1604553	0.1703571	0.1910467	0.2079648	0.2127039	0.2218816	0.2418562	0.2522927	0.2444793	0.2271033	0.2088206	0.1861852	0.1755294	0.1689049	0.1668933	0.1675144	0.1741883	0.1730615	0.16842	0.1689658	0.1786937	0.1909246	0.1816192	0.1623237	0.1472047	0.1216755	0.1122583	0.1064072	0.1049575	0.1006473	0.08984126	0.04413104	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.05262873	0.04534696	0.01448207	-0.02809203	-0.05408213	-0.05894995	-0.059515	-0.06515194	-0.07247847	-0.06876958	-0.04727663	-0.01883925	0.01705513	0.05661056	0.08102865	0.09029699	0.1063154	0.1387025	0.1709084	0.2026106	0.2139856	0.2172952	0.1895199	0.1940978	0.1801001	0.16119	0.1788704	0.1362165	0.1253617	0.08232408	0.0006132328	0.003536007	0.01774642	-0.009091245	0.03293624	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.01866221	0.0427361	0.01545247	0.008599077	0.01052059	0.02704706	0.04617432	0.05696645	0.07632598	0.1097278	0.124957	0.1051942	0.07203107	0.04747855	0.04367024	0.06079892	0.0801965	0.07671717	0.06082008	0.03800313	0.04320174	0.04378631
14.6N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.009816105	-0.03399948	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1983701	0.07741619	-0.1134736	-0.2028901	-0.1408011	0.1327926	0.4757402	0.6728955	0.7528847	0.6942697	0.4340863	0.2136566	0.2440142	0.3217224	0.3153668	0.31012	0.3168432	0.3034451	0.2782808	0.2523947	0.2354631	0.2174357	0.2169716	0.2320748	0.237224	0.2281882	0.2075999	0.1888446	0.1724671	0.1646207	0.1614525	0.1577574	0.1579723	0.1634122	0.1628049	0.1621007	0.1528803	0.165608	0.1780076	0.1771481	0.1688094	0.1460435	0.1298427	0.1098034	0.1087487	0.1037496	0.09696963	0.09458283	0.09714155	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.0425038	0.1120352	0.1367067	0.1061467	0.05025673	0.02797223	0.0240348	0.02475844	0.01328	0.002537881	0.01165918	0.02667891	0.04107426	0.06271189	0.08688921	0.08911936	0.1000629	0.1226313	0.1544068	0.1945022	0.2241686	0.2197827	0.2158491	0.1851079	0.1854752	0.1562112	0.0949102	0.1306736	0.1057188	0.04853808	0.0007600753	-0.04650522	-0.0201864	0.0286724	-0.0106256	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.03774793	0.1523824	0.1149824	0.04733267	0.02708133	0.05996121	0.09513949	0.09570819	0.1074818	0.1316137	0.1413371	0.1190669	0.07842223	0.0466342	0.03717201	0.04679823	0.05696591	0.05786285	0.03987687	0.03704523	0.02440763	-10
