             VARIABLE : meridional current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
12.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.03035595	-0.08595803	-0.07844067	0.0305276	0.186941	0.190134	0.2501454	0.3095642	0.3766525	0.08088947	-0.3844408	-0.5033102	-0.2794655	-0.01661716	0.006893293	-0.05268199	-0.2798624	-0.3294557	0.6259272	0.8246527	0.7140391	-10	-10	-0.1670553	0.05924968	0.04807517	0.02513336	0.002424432	0.05570869	0.1419516	0.1501263	0.02566083	-0.04829687	-0.01454245	0.0005922682	0.01203054	0.01736579	0.004891139	-0.01241443	-0.04760826	-0.07533332	-0.1125433	-0.1204171	-0.108582	-0.08780926	-0.06456385	-0.0492099	-0.05049907	-0.04737239	-0.02676222	-0.03229284	-0.0607092	-0.07107432	-0.08325477	-0.1114758	-0.1340891	-0.1369364	-0.1427769	-0.1520938	-0.1667265	-0.1745499	-0.1575716	-0.1558092	-0.1736692	-0.04214917	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.3710924	-0.1981273	-0.1306107	-0.1209788	-0.01129421	0.0679922	0.1213175	0.1273243	0.07470673	0.07904611	0.1776351	0.2167748	0.2168138	0.2173828	0.1728334	0.1058443	0.04444243	0.009322359	-0.01179977	-0.0447894	-0.05689105	-0.07868813	-0.1012987	-0.03351808	-10	-10	-0.05772229	-0.1133401	-0.1533971	-0.1930685	-0.212795	-0.1254079	0.0445549	0.07263089	0.06997817	-0.01206277	-10	-10	-10	-10	-0.1023823	-0.04037995	-0.0489882	-0.03665598	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.08893301	0.2826891	0.2817428	0.08927915	-0.1577398	-0.1767895	-0.09694678	-0.06238192	0.01016385	0.03477754	-0.02307375	-0.08672433	-0.1061925	-0.04189048	0.003416269	-0.01368076	-0.01570618	-0.03463311	-0.074995	-0.1043818	-0.1131239	-0.151156
12.6N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.07020367	-0.2040624	-10	-10	0.09462423	0.1862661	0.2862791	0.2983753	0.2763269	0.02965846	-0.346056	-0.4242522	-0.2118051	-0.005479478	-0.0005612533	-0.1335271	-0.2622646	-0.175061	0.5494975	0.8102563	0.8289651	-10	-10	-0.4219486	-0.08314072	0.06310806	0.08444582	0.09988261	0.1496754	0.2112643	0.1644972	-0.0248042	-0.1076632	-0.02215092	0.0168146	0.03585557	0.02447526	0.01003166	-0.02020123	-0.04787868	-0.07187298	-0.1053379	-0.1180768	-0.1019776	-0.08162266	-0.06357098	-0.05458894	-0.05444631	-0.05119393	-0.0266177	-0.01943802	-0.05157563	-0.07979663	-0.09821417	-0.1260185	-0.1372361	-0.1409303	-0.1384331	-0.1530837	-0.1648636	-0.1730863	-0.1508577	-0.1548965	-0.153384	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2894175	-0.1581162	-0.1177401	-0.1119692	-0.03337238	0.04998923	0.1204138	0.1252216	0.08839583	0.08241373	0.1599235	0.2035746	0.1968221	0.177537	0.1370172	0.08223604	0.02599297	-0.00642492	-0.01737663	-0.03728099	-0.05912418	-0.07750745	-0.1095827	-0.0200642	-10	-10	-0.06390607	-0.1126373	-0.1315289	-0.1738023	-0.1960514	-0.1139928	0.04034485	0.08103916	0.07285179	-0.01087707	-10	-10	-10	-10	-0.08907342	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2673516	0.2742501	0.08089745	-0.118794	-0.1204774	-0.06899744	-0.05632347	0.02379975	0.05668755	-0.01231098	-0.08308303	-0.1079945	-0.04366256	0.02125972	0.007186831	-0.0107608	-0.03827601	-0.06627811	-0.1089474	-0.1031227	-0.1544953
12.8N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.001059743	-0.1384923	-10	-10	-10	0.06633813	0.2009312	0.2191128	0.1490975	-0.03026551	-0.2715199	-0.3074129	-0.1022374	0.0220226	-0.03853414	-0.2184419	-0.2530991	-0.09114493	0.4932612	0.8743612	0.8435698	0.2895901	-0.06901389	-0.4192635	-0.2173744	0.0336716	0.1152553	0.1817188	0.2332283	0.2680708	0.160754	-0.07895892	-0.1387045	-0.03287282	0.02997657	0.04467485	0.03374522	0.003894937	-0.0254705	-0.06093807	-0.0725218	-0.09815498	-0.1039586	-0.09369044	-0.07680035	-0.06510895	-0.06028299	-0.05897458	-0.05974887	-0.04267544	-0.01647792	-0.04354057	-0.08382852	-0.1148794	-0.1374443	-0.1451541	-0.139228	-0.1430103	-0.1517955	-0.1621634	-0.1622143	-0.1479726	-0.149325	-0.1101887	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2359306	-0.1109445	-0.09678543	-0.09101848	-0.02953116	0.03686294	0.103307	0.1061959	0.09056973	0.08571241	0.1412034	0.1721966	0.1664816	0.1345546	0.1071563	0.06521573	0.009535692	-0.02064743	-0.01425863	-0.0245521	-0.06286179	-0.08785252	-0.1084892	-0.05251634	0.06913978	-0.09155069	-0.08339091	-0.08027804	-0.1065468	-0.1479024	-0.167014	-0.09133963	0.03589863	0.09643276	0.07229567	-0.007799643	-10	-10	-10	-10	-0.0505419	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2841291	0.2780324	0.0571128	-0.08294125	-0.07161351	-0.05041616	-0.05070725	0.02755351	0.07136704	-0.002967941	-0.0779835	-0.1057537	-0.04807825	0.01904229	0.02862421	-0.002331289	-0.03330521	-0.06174274	-0.09456501	-0.1101443	-0.1002334
13.1N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.05433662	-10	-10	-10	-10	-10	0.05429788	0.04447775	0.006916006	-0.02216188	-0.1961834	-0.1653042	-0.001231053	0.02424444	-0.1402342	-0.27947	-0.2567187	-0.06021015	0.4560136	0.8990623	0.8925186	0.4208862	0.04542904	-0.5321841	-0.3464627	-0.06038961	0.122754	0.2487583	0.3080618	0.3180561	0.1417658	-0.1092193	-0.1653115	-0.0395506	0.02827624	0.05042664	0.02525409	-0.0005948363	-0.03486211	-0.07039771	-0.08408197	-0.08576678	-0.08652253	-0.07899338	-0.07420553	-0.06678683	-0.06916054	-0.0636081	-0.06868245	-0.06316869	-0.02852726	-0.03989577	-0.08475746	-0.1228998	-0.1446938	-0.1528791	-0.1424277	-0.1447415	-0.1536059	-0.15117	-0.1419609	-0.1538496	-0.1445034	-0.07163569	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1841179	-0.0827326	-0.05415622	-0.0664219	-0.01349088	0.02946885	0.0798936	0.08091608	0.07929301	0.08442819	0.1152979	0.1320333	0.1270143	0.1060488	0.08405888	0.04735348	-0.005681593	-0.02286289	-0.008688867	-0.01576716	-0.06474979	-0.0943922	-0.1157668	-0.08496698	0.08522751	-0.1362149	-0.1153422	-0.06937	-0.07506198	-0.1213956	-0.130404	-0.06275222	0.0565093	0.09868654	0.06428194	-0.005352878	-10	-10	-10	-10	-0.02530304	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3038611	0.2712743	0.03786778	-0.04862857	-0.03580824	-0.03531518	-0.04291221	0.01838247	0.080532	-0.00240144	-0.07371794	-0.09861486	-0.05457064	0.003312264	0.03131902	0.004189879	-0.03250327	-0.05398381	-0.08454784	-0.09578655	-0.06306864
13.4N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.003005462	-0.06020548	-10	-10	-10	-10	-10	-10	-10	-10	0.007528708	-0.1573961	-0.0563124	0.04123398	-0.02987814	-0.2272692	-0.3038314	-0.2701961	-0.07795471	0.3950332	0.8885491	0.9235161	0.5511774	0.1814223	-0.5350528	-0.5229131	-0.1795634	0.09645781	0.297168	0.372568	0.3578121	0.1284012	-0.1257206	-0.1961044	-0.06090169	0.02569496	0.04448565	0.01110743	-0.01260064	-0.04011382	-0.08446113	-0.09251609	-0.07676134	-0.06351203	-0.06402753	-0.06837507	-0.0738048	-0.07859837	-0.07308318	-0.07371558	-0.08473511	-0.04980673	-0.04329785	-0.08108495	-0.1221884	-0.1446098	-0.1570892	-0.1438191	-0.1463543	-0.1465343	-0.1386355	-0.1240504	-0.1484077	-0.1465697	-0.05445522	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1406837	-0.0560915	-0.007308346	-0.0334183	0.0049244	0.02566276	0.0667128	0.05881077	0.06511206	0.07102448	0.09006386	0.09409124	0.09730519	0.0885993	0.06473351	0.02334512	-0.01145082	-0.01931439	-0.009318247	-0.02350953	-0.06811439	-0.09354229	-0.1190055	-0.1211368	0.0719063	-0.1351458	-0.1513738	-0.05656391	-0.05581198	-0.08828625	-0.09506331	-0.03806266	0.09770916	0.08958345	0.05493198	-0.002252253	-10	-10	-10	-10	-0.006545384	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06972081	0.320692	0.2437116	0.03329697	-0.02429369	-0.01304982	-0.01799036	-0.03291873	0.007631536	0.07090154	-0.004105011	-0.06619	-0.08723392	-0.05466221	-0.01608244	0.01128482	-0.003444025	-0.03057804	-0.05183626	-0.07756251	-0.08011574	-0.04005373
13.7N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.02146112	-0.08073014	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.05678107	-0.0330096	0.04833032	-0.09487487	-0.2237527	-0.3160047	-0.2736198	-0.108923	0.3099002	0.8325011	0.9341372	0.6300421	0.2778273	-0.4316493	-0.5955389	-0.3051948	0.0604044	0.3141521	0.4224711	0.3921065	0.1317813	-0.1367636	-0.2321793	-0.101094	0.01709772	0.03222906	-0.006674867	-0.02847428	-0.04889116	-0.09378469	-0.09688078	-0.06890663	-0.04236775	-0.04851282	-0.06458987	-0.08010516	-0.08628221	-0.08311498	-0.08382814	-0.09965081	-0.07400656	-0.04668444	-0.07815941	-0.1146815	-0.1457924	-0.1550101	-0.1474648	-0.1387271	-0.1401654	-0.1258828	-0.1260762	-0.1359034	-0.1336963	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.08208825	-0.02642215	0.02571951	-0.002346349	0.01559665	0.02612579	0.06018357	0.05848765	0.05561483	0.05783127	0.06571167	0.06753632	0.07086474	0.07071873	0.03744673	-0.001290438	-0.01682913	-0.02232419	-0.02198232	-0.03996359	-0.07552784	-0.09800118	-0.1075222	-0.1305681	0.03327084	-0.1811843	-0.1268182	-0.04637071	-0.03008266	-0.0601489	-0.06841558	-0.01283433	0.08438573	0.128524	0.02733628	0.0087105	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03562473	0.3653211	0.2364462	0.02327994	-0.02071431	0.00163006	-0.004192434	-0.01363561	0.003773727	0.04235764	-0.005752534	-0.06030408	-0.07193337	-0.05715127	-0.03333197	-0.01532512	-0.01321197	-0.02524873	-0.04590111	-0.06902134	-0.07015652	-0.03052288
14N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.01092613	-0.06003547	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01578693	-0.05721699	-0.2059733	-0.2862629	-0.2745406	-0.1255052	0.2006443	0.736334	0.8859222	0.6571506	0.319309	-0.29068	-0.5455905	-0.3732377	0.0218291	0.3204687	0.4525364	0.4239982	0.1503354	-0.1478638	-0.2678021	-0.1422785	-0.001573199	0.02236939	-0.02519683	-0.04514012	-0.06061405	-0.09418989	-0.09594393	-0.06123913	-0.03108655	-0.03527401	-0.06513781	-0.08491096	-0.09584512	-0.0942849	-0.09507509	-0.1063611	-0.09538307	-0.05584364	-0.07504684	-0.1090557	-0.1400435	-0.1519715	-0.1468235	-0.1415143	-0.1331124	-0.1292128	-0.1215348	-0.1360279	-0.1083748	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02953736	0.01215523	0.04350102	-0.0003163604	0.01333288	0.02734254	0.06187199	0.06639398	0.05691719	0.04811448	0.04926493	0.04060536	0.04338391	0.04351864	0.01336107	-0.01919865	-0.02689663	-0.03317706	-0.04226996	-0.05734117	-0.0835935	-0.0992674	-0.1097737	-0.08940747	-0.05910058	-0.183931	-0.09413643	-0.04507996	0.002872883	-0.0437443	-0.05090959	-0.004617966	0.08072171	0.1371185	0.01339871	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.01814364	0.3918976	0.2314161	0.009614235	-0.02681513	0.006734245	0.003980241	0.00001121423	0.00515653	0.01164026	-0.01303848	-0.05252982	-0.06033081	-0.05754876	-0.04938521	-0.03955166	-0.02279831	-0.01756465	-0.0308177	-0.05645312	-0.05884327	-0.0308063
14.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.02310769	-0.03604468	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.05884701	-0.1319603	-0.24573	-0.2284041	-0.1560916	0.09639982	0.5877092	0.7736772	0.6300071	0.3219242	-0.166587	-0.4200543	-0.3615519	-0.02436711	0.3238453	0.4684975	0.4462338	0.1786931	-0.1598266	-0.2911202	-0.17494	-0.01619724	0.01021589	-0.03772376	-0.06483886	-0.06643824	-0.09127966	-0.08539913	-0.05395291	-0.02278406	-0.03292948	-0.06481737	-0.09079067	-0.103252	-0.1036876	-0.09719101	-0.1122502	-0.1088361	-0.07126421	-0.07700089	-0.104301	-0.1294681	-0.142062	-0.1421271	-0.1463948	-0.1339992	-0.131733	-0.1154617	-0.1383884	-0.08523703	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03121345	0.04177909	0.0374092	-0.004480239	-0.0004544782	0.03317605	0.06314179	0.07392644	0.05937286	0.04548137	0.03388388	0.0207872	0.01494234	0.01997902	-0.003048712	-0.02844249	-0.0409118	-0.05159198	-0.06520291	-0.07535424	-0.09472696	-0.09901769	-0.09806533	-0.08521076	-0.08902154	-0.1630612	-0.08884719	-0.03080899	0.007537739	-0.007455051	-0.03490278	-0.02879643	0.1292814	0.09808526	0.01578794	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.05166362	0.4111492	0.2186252	0.01175972	-0.0343483	-0.000897497	-0.0005604471	0.00240902	-0.002563463	-0.01064975	-0.02131963	-0.03729536	-0.04497849	-0.05244523	-0.0615558	-0.05547325	-0.02776506	-0.004039542	-0.01371832	-0.04075218	-0.05652804	-0.03406912
14.6N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.07663311	-0.08405492	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06534141	-0.1604103	-0.1630444	-0.1547366	-0.004098772	0.3951132	0.6044557	0.5511475	0.2991031	-0.07026509	-0.2683098	-0.2881984	-0.09100766	0.3218026	0.4695884	0.4549351	0.1976619	-0.1577799	-0.2933511	-0.1835331	-0.02316369	0.008791151	-0.05247004	-0.07701934	-0.07392531	-0.08229664	-0.07513974	-0.04007718	-0.01998564	-0.0305532	-0.06301185	-0.08902625	-0.1090645	-0.1060849	-0.09708498	-0.1132776	-0.1169742	-0.08855303	-0.08160818	-0.1020988	-0.1197517	-0.1289898	-0.1324084	-0.1446321	-0.1418341	-0.1274024	-0.1244322	-0.1300815	-0.06000021	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06508731	0.04066724	0.03325785	0.01992343	-0.0004452673	0.02924246	0.05934042	0.07410153	0.0636457	0.04189531	0.0237864	0.006114601	-0.0006799387	0.001406544	-0.008514307	-0.03437876	-0.05422004	-0.07380383	-0.08909037	-0.09821927	-0.1035557	-0.09904421	-0.08360114	-0.08620085	-0.07837426	-0.1484422	-0.09141681	-0.0323558	0.02513945	0.02372514	-0.006502335	-0.03866256	0.1142734	0.09702834	0.01848197	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.05533253	0.4166254	0.2447466	0.02363411	-0.04050313	-0.0287974	-0.004876225	0.001988591	-0.01118202	-0.02742188	-0.01999688	-0.0164315	-0.02210994	-0.04468919	-0.06466179	-0.06211268	-0.02410576	0.01175961	0.00532185	-0.02688293	-0.05678956	-10
14.9N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04051905	0.02630197	0.04147929	-0.0821446	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0704861	-0.09305113	-0.07444932	-0.05176434	0.1836569	0.4091822	0.4195606	0.2686357	0.004179417	-0.1035083	-0.1991592	-0.1744167	0.2937224	0.4629987	0.4318367	0.2070903	-0.1428368	-0.2593117	-0.1699678	-0.01162053	0.01160585	-0.06068917	-0.08983624	-0.07647137	-0.07305892	-0.06530682	-0.03601201	-0.01777385	-0.03405425	-0.05707465	-0.08563615	-0.1093437	-0.1094371	-0.09620417	-0.1156365	-0.1208542	-0.1044798	-0.08729438	-0.0975168	-0.1135039	-0.1168072	-0.1254873	-0.1409208	-0.1432654	-0.1307903	-0.1079085	-0.124796	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1073475	-0.01291019	0.02385373	0.03689804	0.03051269	0.0390756	0.06045122	0.0729387	0.07175951	0.04747288	0.01821168	-0.003177938	-0.008379211	-0.008659869	-0.02412506	-0.03955964	-0.06382216	-0.09026554	-0.1103404	-0.1229727	-0.1171911	-0.09556992	-0.08063669	-0.07003841	-0.07837895	-0.1035332	-0.09608611	-0.03926965	0.05617037	0.04594326	0.003622672	-0.0107868	0.05754806	0.09308536	0.02390674	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.02384654	0.3875108	0.2959351	0.0724296	-0.04541354	-0.05671733	-0.01100238	0.007214605	-0.01319392	-0.03355571	-0.02127944	0.00733825	0.00148308	-0.03057169	-0.06011493	-0.0613745	-0.02343763	0.02625296	0.02487556	-0.01586581	-0.05268963	-10
15.2N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1628393	-0.04336203	-0.0264608	-0.04439739	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04791635	0.06501854	0.1992227	0.2992852	0.2198617	0.07289436	0.04741637	-0.1244701	-0.2467552	0.2293317	0.4324213	0.390443	0.191465	-0.1109017	-0.200677	-0.1283118	0.0081531	0.02106586	-0.06461246	-0.09548115	-0.07811174	-0.06059271	-0.05714386	-0.03671878	-0.0213533	-0.04103099	-0.05872446	-0.08132604	-0.1099809	-0.1151664	-0.1037903	-0.12049	-0.1275747	-0.1141361	-0.09929901	-0.1011194	-0.1114769	-0.1139003	-0.1186529	-0.1328092	-0.1345763	-0.1258707	-0.1083394	-0.08538412	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1403472	-0.05310394	-0.02864909	0.03026987	0.0410927	0.07511416	0.08138846	0.07879712	0.0770307	0.05735843	0.02722489	-0.001317713	-0.01287978	-0.01984058	-0.03742817	-0.04393634	-0.06457986	-0.1004267	-0.1254826	-0.1416067	-0.1339111	-0.09682472	-0.07870058	-0.06222449	-0.04866866	-0.07060248	-0.09554489	-0.02321853	0.08260282	0.05855659	0.005523328	-0.002597402	0.04074958	0.06891818	0.02040001	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04208648	-0.002309971	0.3269765	0.3091176	0.130391	-0.03033748	-0.05454405	-0.009842207	0.02016389	-0.01196968	-0.03845615	-0.02897344	0.01830974	0.03004708	-0.006878733	-0.03963884	-0.05674586	-0.02614832	0.02959911	0.03981669	0.005470589	-0.03715703	-10
15.5N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.02543962	0.09378718	0.129526	-0.1025242	-0.06906139	-0.01578014	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.03084181	0.06764666	0.177721	0.1544735	0.1354309	0.1472616	-0.07711186	-0.2677121	0.1256018	0.3437657	0.3403494	0.1545892	-0.06042095	-0.1214627	-0.07200521	0.03531157	0.02478547	-0.06302694	-0.09480894	-0.07122371	-0.05115749	-0.04197456	-0.03468041	-0.01718601	-0.04263282	-0.05787415	-0.07683012	-0.105229	-0.1227626	-0.1142107	-0.1277178	-0.1278471	-0.1168634	-0.1105431	-0.1149059	-0.1125595	-0.1114752	-0.1122066	-0.1240896	-0.1176477	-0.1105512	-0.1365914	-0.06244278	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1079347	-0.1132157	-0.0442274	-0.02377966	0.01719667	0.06728595	0.1068774	0.1031379	0.09393776	0.07292692	0.04625472	0.01552898	-0.01758801	-0.02757958	-0.02824512	-0.04340984	-0.06358413	-0.1136247	-0.1374605	-0.1547736	-0.1406258	-0.1059925	-0.07662558	-0.04785347	-0.01811696	-0.03270089	-0.06785039	-0.005465718	0.1018681	0.05080956	-0.01430187	-0.000002967849	0.05781288	0.03984228	0.01009542	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.09903824	0.001466528	0.2239056	0.2687201	0.1205131	-0.001982348	-0.02370305	0.02381263	0.04920081	0.00696609	-0.03712347	-0.02593828	0.03003131	0.06420799	0.02895692	-0.01076295	-0.04239671	-0.02927798	0.02186369	0.04433277	0.02507549	-0.01785485	-10
15.8N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1618572	0.09061154	0.007839195	-0.09376974	-0.1097275	0.00470523	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.00211203	0.0570254	0.08550959	0.09554256	0.1786513	0.1818067	-0.03200082	-0.2182921	-0.0141312	0.2268209	0.2469029	0.1177615	-0.005972265	-0.03632713	-0.01499449	0.05611224	0.01457125	-0.0702937	-0.086009	-0.06170611	-0.03771909	-0.03215712	-0.02571504	-0.006582528	-0.03298892	-0.05197327	-0.07448754	-0.1070823	-0.1333272	-0.130749	-0.135732	-0.1326168	-0.1188207	-0.1255426	-0.125297	-0.1184374	-0.1076304	-0.1120004	-0.1201385	-0.1109431	-0.08692602	-0.1497935	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1103232	-0.0872236	-0.02531342	-0.06511392	0.0180387	0.09026942	0.1173655	0.1269066	0.1041393	0.07922332	0.04311725	-0.003629164	-0.01890854	-0.02002967	-0.03508445	-0.07122692	-0.1250123	-0.1582702	-0.1582821	-0.1484346	-0.1053052	-0.08410767	-0.03825261	0.01191251	0.006490378	-0.01324865	0.0449296	0.0612215	-10	-10	-0.01244832	0.07972454	0.005467206	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1322773	0.001002646	0.1411961	0.1635423	0.0683301	0.0005516529	0.007298739	0.05770941	0.08885407	0.03372543	-0.0148358	-0.02358158	0.05981319	0.09614334	0.07421207	0.01938328	-0.02537499	-0.0269999	0.01021706	0.03762341	0.0344239	-0.002084814	-10
